text,label,source,source_label,mapping_confidence,is_event_specific
"Im not sure of the dates its been awhile the first one is credit collection services. Ive filed two disputes on it. And both have been denied and ive been told its going to stay on your report. Its for progressive car insurance for XXXX. Now before i switched car insurances the balance was paid and cancelled and i was told you owe nothing. And few months later i get mail from XXXX claming i owe XXXX. I told them no i dont owe and told them what happened and they said well sorry someone lied to you and clamied i never paid the bill. And its like im responsible for someone elses mistake i dont think so.. The next one is XXXX XXXX XXXX/ XXXX and this was 2 years ago. We moved and we cancelled service and moved to another address and my wife had cable put in her name. And months went by and i get a bill from XXXX saying i owe XXXX i call and they say yeah you never called and cancelled your service 's. I explained what went on and they said oh yeah we see that but you still owe money for a disconnect fee. So we went down to the office on XXXX XXXX spoke to the rep and they said it was ok sorry for the issues will take care of it. Guess what never did and ive disputed that as well and getting told nope its gon na stay. This isnt right im telling the credit agencies thats not how it went and its like oh well now i cant even get a home because of this. Its needs corrected and those to debts need cleared ive fought and argued as well with the collector telling them the same things ive typed here. And disputed with them as well and all i get told is you can dispute all you like its not gon na go away how fair is that to me? Please remove the two debts ive listed they are not vaild and untrue. And both of these are "" NO CONTRACT. '' Heres a link as well to XXXXaXXXX XXXX XXXX XXXX & XXXX That also states that others have disputed items and its been removed and im saying that i owed no balances period.",complaint,hf_hpe_customer_complaints,false statements or representation attempted to collect wrong amount debt collection   ,public_mapped_high,False
Where are you lover ? I need you ...,other,hf_sms_spam_collection,ham,other_spam_noise,False
Ok... U enjoy ur shows...,other,hf_sms_spam_collection,ham,other_spam_noise,False
seeing termination charge,cancellation_request,hf_bitext_customer_support,check_cancellation_fee,public_mapped_high,False
"In Accordance with the Fair Credit Reporting Act, XXXX, XXXX and Equifax, had violated my federally protected consumer rights to privacy and confidentiality under 15 USC 1681. According to USC 15 USC 1681 section 602 A, It is the purpose of this subchapter to require that consumer reporting agencies adopt reasonable procedures for meeting the needs of commerce for consumer credit, personnel, insurance, and other information in a manner which is fair and equitable to the consumer, with regard to the confidentiality, accuracy, relevancy, and proper utilization of such information in accordance with the requirements of this subchapter, states I have the right to privacy. In accordance 15 USC 6802, no financial institution is not suppose to share my information to third party people. These are clear violations of my federally protected consumer rights. These addresses does not belong to me",complaint,hf_hpe_customer_complaints,"improper use of your report reporting company used your report improperly credit reporting, credit repair services, or o",public_mapped_high,False
Thx. All will be well in a few months,other,hf_sms_spam_collection,ham,other_spam_noise,False
"I have been contacting Comerica Bank for the past 3-4 weeks attempting to close my bank account. Initially on XX/XX/2021 I called to close the account after having paid it to a XXXX balance. I was advised the account could not closed because that payment was still pending. I was advised once it cleared the account would be closed. I informed them Id like the account block from further charges because it had been compromised at which time they informed me they was not possible but they didnt see any upcoming/pending transactions. On XX/XX/2021 I logged back in to find the account still open and negative for approximately {$120.00}. I immediately called and was placed on hold while the previous call and account notes were reviewed. The representative returned and advised she was completing a form to have the account closed and that management had approved the reversal of the funds. She stayed the account would be closed in 24-48 hrs. It is now XX/XX/2021 and the account remains open and has now been assessed Extended Overdraft fees and has a negative balance of {$130.00}. They are now advising that the account cant be closed and Im responsible for the fees. Theyve also indicated they will research the matter more. Im fearful this issue is not going to be resolved, I will be held liable for the fees, and my credit will be impacted. Please assist!",cancellation_request,hf_hpe_customer_complaints,closing an account can't close your account checking or savings account   ,public_mapped_high,False
chat with assistant,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
"I CONTACTED LEXISNEXIS OVER A MONTH AGO BECAUSE I ORDERD A COPY OF MY CONSUMER REPORT AND NOTICED IT WAS OVER 20 ADDRESSES ON THE REPORT THAT I NEVER HURD OF AND NEVER LIVED OR BEEN TOO SO I STARTED A DISPUTE AND THEY LEFT THE ADDRESSES ON THE REPORT SAYING IS VERIFED WHICH IS A LIE ONE OF THE ADDRESSES I LOOKED UP WAS A XXXX XXXX THATS HOW I KNOW THEY NEVER DID THEY JOB TO INVESTGATE OR DELETE THEY ALSO HAVE 5 INSURANCE COMPANIES ON MY CONSUMER REPORT ONE OF THE COMPANIES HAD ANOTHER PERSON NAME ON IT NOT EVEN MINE AND THEY SAID ITS VERIFED AND MINE WHICH SHOWS ME THEY NEVER LOOKED INTO IT I CALLED THE SAME COMPANY AND THEY SAID MY NAME NOT ON THE POLICY AND WAS NEVER ON IT THEY DONT UNDERSTAND WHY LEXIS NEXIS IS REPORTING THIS INFORMATION THE OTHER COMAPINES I CALLED THEY DONT HAVE MY LICENSE ON FILE OR MY SIGNATURE OR ANY INFORMATION TO CONFIRM I WAS THE PERSON TO APPLY OR OPEN UP THESE POLICYS, LEXIS NEXIS IS NOT DOING ANYTHING CORRECT ACCORDING TO THE FCRA AND I WILL TAKE THEM TO COURT IF THIS INFORMATION DOES NOT COME OFF",complaint,hf_hpe_customer_complaints,"incorrect information on your report personal information incorrect credit reporting, credit repair services, or other p",public_mapped_high,False
where do I restore the password of my account?,service_question,hf_bitext_customer_support,recover_password,public_mapped_high,False
Is there an extra charge for decoration?,pricing_request,eventsense_event_templates,pricing_request,event_specific_template,True
i have got to swap an item of order,urgent_change,hf_bitext_customer_support,change_order,public_mapped_medium,False
where to check the cancellation charge?,cancellation_request,hf_bitext_customer_support,check_cancellation_fee,public_mapped_high,False
"Good evening, can you send me your reception package prices?",pricing_request,eventsense_event_templates,pricing_request,event_specific_template,True
i do not kniw what i need to do to speak with a human agent,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
I don't know what I have to do to buy some of your article,booking_inquiry,hf_bitext_customer_support,place_order,public_mapped_medium,False
can you help me seeing the invoice from ?,payment_issue,hf_bitext_customer_support,check_invoice,public_mapped_high,False
making order,booking_inquiry,hf_bitext_customer_support,place_order,public_mapped_medium,False
i 'm trying to make a connection between denver and san francisco does delta airline fly between those two,availability_question,hf_atis,flight,weak_domain_mapped,False
assistance earning some of ur article,booking_inquiry,hf_bitext_customer_support,place_order,public_mapped_medium,False
Gd luck 4 ur exams :-),other,hf_sms_spam_collection,ham,other_spam_noise,False
I have got to check how soon can I expect my shipment,service_question,hf_bitext_customer_support,delivery_period,public_mapped_high,False
what do i have to do to recover my user account key,service_question,hf_bitext_customer_support,recover_password,public_mapped_high,False
I want assistance to add a product to order,urgent_change,hf_bitext_customer_support,change_order,public_mapped_medium,False
"While working on trying to secure a loan for a business and finalizing partnership agreement, XXXX XXXX, a prospective partner used my financial information to open a business credit card account with Chase and put my name as a guarantor without my permission. The card was issued to the business address of the partner and all correspondence being sent to that address without my knowledge. I do not understand how the business was issued a credit card based on my information considering that there was not and still is not any document showing any relationship with the company. After a while I did receive a call from XXXX XXXX attempting to collect the debt from the credit, that apparently was not being paid by the partner. I discussed with a person by the name of XXXX XXXX and explained that the card was issued to a business and that I had not spent a penny on that card. At the time she explained to me that they had no other choice than report this to credit agency and the best I could do was provide a payment and try to arrange the situation with the partner since I was the guarantor on the account. I made the mistake of giving her my account number from XXXX XXXX for a payment of I believe {$350.00} to cover the arrears while trying to resolve the situation. Since then, almost three years ago, XXXX has taken the liberty to take money out of my bank account and nothing being done to the individual who opened the account and who has been receiving all correspondence related to the account at his business address. I am reporting this to the Consumer Financial Protection Bureau to get reparation from Chase for issuing credit card to a company without verifying ownership and credit worthiness information.",payment_issue,hf_hpe_customer_complaints,"other features, terms, or problems other problem credit card or prepaid card   ",public_mapped_high,False
"I would like to order an item, I need assistance",booking_inquiry,hf_bitext_customer_support,place_order,public_mapped_medium,False
report an error with payments,payment_issue,hf_bitext_customer_support,payment_issue,public_mapped_high,False
I cannot submit a different delivery addrdss,service_question,hf_bitext_customer_support,set_up_shipping_address,public_mapped_high,False
I made a deposit on a account I open up and they closed it and never received my money that I open it up wit h.,cancellation_request,hf_hpe_customer_complaints,closing an account company closed your account checking or savings account   ,public_mapped_high,False
I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,other,hf_sms_spam_collection,ham,other_spam_noise,False
Can we add 40 more guests to the bridal shower?,guest_count_change,eventsense_event_templates,guest_count_change,event_specific_template,True
what flights go from denver to atlanta,availability_question,hf_atis,flight,weak_domain_mapped,False
i have got ti see in which cases can i ask for a refund,payment_issue,hf_bitext_customer_support,check_refund_policy,public_mapped_high,False
I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.,other,hf_sms_spam_collection,ham,other_spam_noise,False
"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on or call 2optout/D3WV",other,hf_sms_spam_collection,spam,other_spam_noise,False
I need assistance to see when will my article arrive,service_question,hf_bitext_customer_support,delivery_period,public_mapped_high,False
what do i need to do to hceck the termination charge,cancellation_request,hf_bitext_customer_support,check_cancellation_fee,public_mapped_high,False
"I cannot understand you, I have to contact a person",human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
speak to live agent,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",other,hf_sms_spam_collection,ham,other_spam_noise,False
needto do a purchase can i get some help,booking_inquiry,hf_bitext_customer_support,place_order,public_mapped_medium,False
where to cancel my subscription to the company newsletter,other,hf_bitext_customer_support,newsletter_subscription,public_mapped_medium,False
"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them &lt;#&gt; sent msg i wil explain u later.",other,hf_sms_spam_collection,ham,other_spam_noise,False
i cannot understand a word usay help me contact an operator,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.,other,hf_sms_spam_collection,ham,other_spam_noise,False
is it possible to modify purchase,urgent_change,hf_bitext_customer_support,change_order,public_mapped_medium,False
I have to contact an assistant,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
can you help me sign up to the corporate newsletter?,other,hf_bitext_customer_support,newsletter_subscription,public_mapped_medium,False
"Brett Borlands office continues to communicate with me about a debt that they are trying to collect on after being told to cease communication with me since they are the second collector on this debt. XXXX XXXX XXXX is also collecting on this debt ACTIVELY as noted before, per their response on XX/XX/2018 via the CFPB. Ive also asked numerous times for a MOVE IN statement which conviently they wont produce, as XXXX is well aware that their residences are filthy and they pend previous damage on unsuspecting tenants as lawsuits and reviews are public to expose. However, I will have my attorney in contact with all three parties to determine what is legally acceptable after reviewing. I do know as of XX/XX/2018, neither of your agencies are licensed and bonded and authorize to collect on debt in Ohio, which are required per state law, which puts you in violation. Thank You and XXXX XXXX.",complaint,hf_hpe_customer_complaints,attempts to collect debt not owed debt is not yours debt collection   ,public_mapped_high,False
I have got to sign up to the corporate newsletter,other,hf_bitext_customer_support,newsletter_subscription,public_mapped_medium,False
I try to check at what time I can call customer service,service_question,hf_bitext_customer_support,contact_customer_service,public_mapped_high,False
When I add money to my international card do you charge a fee to do so?,pricing_request,hf_banking77,top_up_by_card_charge,public_mapped_medium,False
what do I need to do to edit order ?,urgent_change,hf_bitext_customer_support,change_order,public_mapped_medium,False
"I have to correct purchase , I need assistance",urgent_change,hf_bitext_customer_support,change_order,public_mapped_medium,False
My money transaction hasn't arrived.,payment_issue,hf_banking77,transfer_not_received_by_recipient,public_mapped_medium,False
how can I track the compensation?,payment_issue,hf_bitext_customer_support,track_refund,public_mapped_high,False
want assistance demanding compensations fo money,payment_issue,hf_bitext_customer_support,get_refund,public_mapped_high,False
creatingnew account,service_question,hf_bitext_customer_support,create_account,public_mapped_high,False
please ignore my previous message,other,eventsense_extra_manual_examples,other,event_specific_manual,True
"I am following up on my prior complaint as I am unable to add documentation or edit said complaint. Once again I was on the phone with Transunion in order to rectify the derogatory credit rating that they applied to me by dropping my credit score by 66 points due to the Cares Act Mandated requirement to defer my loan. This was done without my permission. I am paid over one year in advance as well as began payments prior to the required time to pay the loan. I paid while my daughter was in school! I have never been late. I was once again put on hold with this company for over one hour ( I have phone records to prove this ) and finally hung up. It is quite clear that they have no interest in fixing any of this. Prior to requesting I be transferred to a supervisor as I was told that this would be looked into, I spoke to XXXX and she said that it was in review and that nothing could be done. I want my credit score to be what I have worked hard for it to be. I want it reinstated to the score it was prior to Transunion deducting 66 points and better as I have since paid off or down on more obligations. This is a direct violation of the CARES ACT it should not even need to be in review. I quote, "" The CARES AcXXXX suspends student loan payment obligations through XX/XX/2020. During that time, borrowers ' credit reports are supposed to reflect the loans as if there was "" a regularly scheduled payment made by a borrower. '' This requirement is also reflected on XXXX 's own website, which explained in a blog post that "" the Department of Education will report suspended payments to the national credit bureaus as though they were on-time payments. '' Despite requirements under the law, public complaints from borrowers like lead plaintiff Mr. XXXX reveal widespread, improper furnishing and credit reporting. Specifically, borrowers whose loans are serviced by XXXX XXXX complain of their damaged credit caused by no fault of their own. Following borrower complaints, XXXX XXXX has publicly acknowledged its error. XXXX XXXX is the government student loan contractor that handles loans for more than 8 million customers and is the largest servicer of borrowers with federally held loans. Today 's lawsuit demands XXXX XXXX immediately cease violating the California Consumer Reporting Agencies Act. Today 's lawsuit also demands XXXX, TransUnion, XXXX and XXXX XXXX XXXX immediately cease violating the Fair Credit Reporting Act, the California Consumer Reporting Agencies Act, and California 's Unfair Competition Law ... .. '' and it goes on this is from an article XXXX : XXXX? XXXX. I would like this fixed no. There are absolutely no excuses. Shame on TRANSUNION, XXXX, AND XXXX XXXX! I expect this agency to do something about this truly. This is in direct violation to what the CARES ACT was designed for. It is supposed to help not DAMAGE!",complaint,hf_hpe_customer_complaints,problem with a credit reporting company's investigation into an existing problem their investigation did not fix an erro,public_mapped_high,False
"I want to see the early exit charge, how can I do it?",cancellation_request,hf_bitext_customer_support,check_cancellation_fee,public_mapped_high,False
"We purchased a XXXX XXXX XXXX XXXX ( hair dryer ) from a company named XXXX on XX/XX/21 for {$410.00}. The product was paid for via XXXX using our Citi XXXX ( MasterCard ) credit card. After not receiving the product for a few weeks, we tried contacting XXXX to cancel the order. While still unable to contact them, we opened a dispute with Citi on XX/XX/21. Citi issued a temporary credit for the full amount while investigating the issue. While the dispute was still open, we were able to get in contact with XXXX ( via XXXX ) on XX/XX/21 who informed us that the product had been returned to them, at which point they subsequently shipped it back out to us. At that point, they told us to wait for the product to be delivered, return it ( at their expense ) and they would offer a full refund. At the same time, Citi was also able to contact XXXX and offered the same information / guidance. I had been given a ( new ) tracking number via XXXX XXXX and could see that the item was in transit so I was satisfied with the resolution and Citi reversed the temporary credit. Unfortunately, the product never arrived with only a few tracking updates via XXXX and has been held up in customs ( XXXX XXXX ). It also appears that XXXX has gone out of business as I have had no success contacting them. Upon contacting Citi, they have told me that the dispute is closed and there is nothing further they can do other than offer a complementary credit for a lesser amount, which I have not taken. Upon asking to speak with a Citi supervisor, they informed me that that their dispute department should NOT have had the original dispute closed until the issue was fully resolved, but that since it was, he reiterated that there is simply nothing they can do.",payment_issue,hf_hpe_customer_complaints,problem with a purchase shown on your statement credit card company isn't resolving a dispute about a purchase on your s,public_mapped_high,False
is it posdible to check the early termination penalty?,cancellation_request,hf_bitext_customer_support,check_cancellation_fee,public_mapped_high,False
find a flight from charlotte to las vegas that stop in st. louis that serve dinner and i want to find the airline for this flight,availability_question,hf_atis,flight,weak_domain_mapped,False
"Urgent, we need to change the stage setup before July 20.",urgent_change,eventsense_event_templates,urgent_change,event_specific_template,True
"XX/XX/XXXX when I was in Colorado on a business trip my debit card stopped working. I called in to Bank of America they told me that my accounts where closed. I went into a branch in CO. The branch manager suggested I could take my funds out of my checking while BOA was trying to get back to me on why they closed my accounts. However, I was not able to take my funds out of my savings, which had XXXX in it. BOA said they had to mail that check regular postal mail with no tracking number. This was ludriucris to myself and the branch manager given the amount. I have been calling several times to try and figure out why as of today XX/XX/2021 I still have not received my money in my savings. One lady told me when I called in it was sent to an old address and returned. However I made it abundantly clear what my new address is and clearly BOA has it considering they mailed me a lettering stating they closed my accounts. I received that on XX/XX/2021 but still NO CHECK! When I called again another lady stated it could take 90-120 days. When I asked when the check was cut she said XX/XX/2021! It is in cashier form with NO tracking number! That's just ridiculous. Another branch manger yesterday XX/XX/2021 could not understand why a branch was not able to just cut a cashiers check and put in my hand. I was hold once again it would have to be mailed US postal service not XX/XX/XXXX over night. I need my money please! I will be calling back today.",cancellation_request,hf_hpe_customer_complaints,closing an account funds not received from closed account checking or savings account   ,public_mapped_high,False
Can your team handle a birthday event on the 25th?,availability_question,eventsense_event_templates,availability_question,event_specific_template,True
remove something from order,urgent_change,hf_bitext_customer_support,change_order,public_mapped_medium,False
The final headcount is now 130 guests.,guest_count_change,eventsense_event_templates,guest_count_change,event_specific_template,True
"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """,other,hf_sms_spam_collection,ham,other_spam_noise,False
I have to cancel my subscription to the corporate newsletter,other,hf_bitext_customer_support,newsletter_subscription,public_mapped_medium,False
help me seeing the termination fees,cancellation_request,hf_bitext_customer_support,check_cancellation_fee,public_mapped_high,False
list the allowed payment modalities,payment_issue,hf_bitext_customer_support,check_payment_methods,public_mapped_high,False
Fraudulent inquiries on my credit report attached is documentation,complaint,hf_hpe_customer_complaints,"improper use of your report credit inquiries on your report that you don't recognize credit reporting, credit repair ser",public_mapped_high,False
I need help to speak to someond,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
can ya help me cancel the subscription to the newsletter,other,hf_bitext_customer_support,newsletter_subscription,public_mapped_medium,False
retrieve the key of my user,service_question,hf_bitext_customer_support,recover_password,public_mapped_high,False
The final headcount is now 90 guests.,guest_count_change,eventsense_event_templates,guest_count_change,event_specific_template,True
"XX/XX/XXXX- Called credit card company XXXX XXXX requesting to reverse a balance transfer that was made in error due to recent XXXX XXXX XXXX due to XXXX XXXX XXXX. Not resolved. XX/XX/XXXX- Called credit card company XXXX XXXX again requesting to reverse a balance transfer that was made in error. They stated they can not reverse the transfer but they could write a check in the amount of {$5800.00}. This was authorized by XXXX XXXX ( the card holder ). They said they would be sending the check in the mail. This would bring the balance to {$0.00} on the XXXX XXXX Credit Card. XX/XX/XXXX- Check never arrived. Instead credit card Company reversed 2 balance transfers electronically without authorization or notification to card holder. Over the requested amount leaving a balance of XXXX XXXX14.99 % APR ( previous APR 0 % ) XX/XX/2018 PAYMENT REVERSAL {$2800.00} POSTED DATE XX/XX/2018 PURCHASED BY XXXX XXXX XX/XX/2018 INTEREST CHARGE ADJUSTME {$33.00} XX/XX/2018 PAYMENT REVERSAL {$6300.00} POSTED DATE XX/XX/2018 PURCHASED BY XXXX XXXX XX/XX/2018 PAYMENT RECV 'D CHECKFREE $ ( 2850.00 ) XX/XX/2018 PAYMENT RECV 'D CHECKFREE $ ( 6380.00 ) XX/XX/2018 PAYMENT $ ( 2892.38 ) XX/XX/XXXX 3rd call, spoke with manager. He stated they can not undue their error. But But XX/XX/XXXX will remove interest charge of XXXX XXXX.They admitted that the first case opened on XX/XX/XXXX- was in a different department than the Case on XX/XX/XXXX leading to the departments not communicating resulting in the cancellation of the authorized check of {$5800.00} along with the 2 transfers being : {$6300.00} and {$2800.00} This leaves an open balance of {$3400.00} with an 14.99 APR which previously had a 0 % APR.",payment_issue,hf_hpe_customer_complaints,problem with a purchase shown on your statement credit card company isn't resolving a dispute about a purchase on your s,public_mapped_high,False
can you help me with my homework?,other,eventsense_extra_manual_examples,other,event_specific_manual,True
need help switching some articles of order,urgent_change,hf_bitext_customer_support,change_order,public_mapped_medium,False
I need help swapping an item of order,urgent_change,hf_bitext_customer_support,change_order,public_mapped_medium,False
I cannot chat with somebody,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
i have got to get restitutions of my money,payment_issue,hf_bitext_customer_support,get_refund,public_mapped_high,False
Does transferring money have a fee?,pricing_request,hf_banking77,transfer_fee_charged,public_mapped_medium,False
I am a victim of Identity theft. I XXXX XXXX. I have provided proof of my ID Identity theft report from the Federal Trade Commission. And a notarized Identity theft Affidavit showing that this complaint was submitted by me in fact. I meet all the qualifications under 15 USC 1681c-2 for Block and Removal of the information on my consumer report. Failure to comply is a violation of my rights as a consumer.,complaint,hf_hpe_customer_complaints,"incorrect information on your report information belongs to someone else credit reporting, credit repair services, or ot",public_mapped_high,False
I don't know what I have to do to chat with an operator,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
When I got the vehicle the monthly payment amount wasn't discussed because if they would of said {$790.00} a month I wouldn't of got it and now I can't pay the whole monthly amount so I talked to one of their agents and we set it up for XXXX a month so I've been making the payment but they failed to tell me that since I haven't been paying the whole amount every month my credit score gas been getting hit and now that I'm so far behind if I do miss a payment they can take my truck without saying anything to me and I can't get it refinanced because they said I have to be caught up on my balance which is {$6600.00} knowing that I wouldn't be able to do that it's crazy. And my truck was only {$ .00} at the dealership and after it was all said and done they are saying I owed {$ .00} that's more than double of the truck and this truck isn't even worth that much brand new how can they do this to people and get away with it,payment_issue,hf_hpe_customer_complaints,struggling to pay your loan denied request to lower payments vehicle loan or lease   ,public_mapped_high,False
"Hello, I want to book a reception with you.",booking_inquiry,eventsense_event_templates,booking_inquiry,event_specific_template,True
IM LATE TELLMISS IM ON MY WAY,other,hf_sms_spam_collection,ham,other_spam_noise,False
Can we check if the decoration team is free on the 25th?,availability_question,eventsense_event_templates,availability_question,event_specific_template,True
want help to add an article to purchase,urgent_change,hf_bitext_customer_support,change_order,public_mapped_medium,False
show me the prices of all flights from atlanta to washington dc,pricing_request,hf_atis,airfare,weak_domain_mapped,False
Can your team handle a bridal shower on tomorrow?,availability_question,eventsense_event_templates,availability_question,event_specific_template,True
Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,other,hf_sms_spam_collection,ham,other_spam_noise,False
I have got to contact a person,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
In 2015 a car showed up on my credit that does not belong to me. My identity was wrongfully used to get this car. i do not own this car nor have I ever did. Its showing that the car is $ XXXX behind in payments.,complaint,hf_hpe_customer_complaints,incorrect information on your report information belongs to someone else vehicle loan or lease   ,public_mapped_high,False
"On XXXX XXXX XXXX, my checking account was frozen by the East West Bank. The reason they gave me was that I received my XXXX tax refund from IRS and they think this fund was "" very suspicious ''. They asked me to provide all the confidential materials to prove that "" I am eligible to receive the tax refund '', including the photo of my SSN, the tax refund forms, and my recent earning statements. I highly doubt if the East West Bank has such rights to collect confidential information from me. However, after I submitted all the materials, the East West Bank still refused to unfreeze my account. Meanwhile, East West Band continued to demand more materials that I do not have or never heard of, such as "" letters from IRS that assigned ITIN to me ''. I am an XXXX XXXX XXXX and am working as XXXX XXXX XXXX XXXX XXXX. My income is simply the monthly stipend from my XXXX, so I have SSN and used SSN for tax refund. I do not have "" letters from IRS that assigned ITIN to me '' and the East West Bank refused to unfreeze my account for such ridiculous reason. Moreover, I provide files from IRS including my tax return forms W-2, tax refund status. These documents clearly show my income and tax refund, these are all from IRS. However, they intentionally ignore these documents. Now, I am facing an extremely difficult financial situation because all my money is in this account. I would be very much appreciated for your help! Thanks a lot!",cancellation_request,hf_hpe_customer_complaints,closing an account company closed your account checking or savings account   ,public_mapped_high,False
Can you handle outdoor weddings?,service_question,eventsense_extra_manual_examples,service_question,event_specific_manual,True
"I just spoke with a "" Supervisor '' who told me that my account was not closed for my payment arrangement it was closed by the bank. When asked for further explanation no answers were given. I again explained that I was setup online with a XXXX XXXX payment arrangement that states the account would not be closed due to delinquency while on this plan. The agent again stated my account was not closed because of the plan it was closed by the bank. This does not make sense to me,. I then check the message center on the mobile app to find a letter that states the account can not be reopened due to 1 or more missed payments in the last 12 months. That is what any other financial institution would call closure due to delinquency which is exactly what I was trying to prevent when I agreed to the payment arrangement on XX/XX/2023. The email on XX/XX/2023 from Citi bank stated that the first of five payments of {$250.00} was not due until XX/XX/2023. I made an early payment of {$250.00} on XX/XX/2023. I was shocked to see on XX/XX/2023 that my account was closed. I did not receive any calls or emails regarding the closure. On XX/XX/2023 I was told the account was closed due to the past due amount not being paid by XX/XX/2023. No where in any of the information I received states that I needed to make a certain payment by that date to prevent the account from closing. Had I received that I would have done so as I did on the XXXX. No one at the company is trying to hear me and everybody seems to be following a script. My total past due balance of {$630.00} has been paid in full and I would like for my account to be reopened. I don't understand how an online tool is provided for customers to use, but does not align with how Customer Service operates. I used to get multiple calls a day for consecutive days at a time into the weekend when my account would fall behind. Why did I not receive ONE call to let me know my account had fallen behind to the point of being closed? Any other institution would make sure contact was made prior to this happening whether it be a letter, email, call, and even text. Citi literally did none of this. If there was an issue with the dates the site/mobile app should have prevented such a great timespan in between when a payment needed to be made versus what was given to me. How was I supposed to know their cut off dates if it was not provided to me?? I went off the information that I agreed to and the follow up email that was sent to me with that same information. The payment plan was in place the same date that the account was closed which means the terms that I agreed to "" If your account is open, it won't be closed for delinquency as long as you make your scheduled arrangement ''. My account was open, my scheduled arrangement date had not passed, yet my account was still closed.",cancellation_request,hf_hpe_customer_complaints,closing your account company closed your account credit card or prepaid card   ,public_mapped_high,False
need assistance seeing the withdrawal penalty,cancellation_request,hf_bitext_customer_support,check_cancellation_fee,public_mapped_high,False
I need assistance listing the available payment methods,payment_issue,hf_bitext_customer_support,check_payment_methods,public_mapped_high,False
Is the luxury package available for 300 guests?,availability_question,eventsense_event_templates,availability_question,event_specific_template,True
need help signing up to the newsletter,other,hf_bitext_customer_support,newsletter_subscription,public_mapped_medium,False
I'd like to order some of ur article how coupd i do it,booking_inquiry,hf_bitext_customer_support,place_order,public_mapped_medium,False
what is the fare going from baltimore to atlanta one way on november seventh,pricing_request,hf_atis,airfare,weak_domain_mapped,False
i made a mistake i wanna change purchase,urgent_change,hf_bitext_customer_support,change_order,public_mapped_medium,False
what do I need to do to contact an operator?,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
Will I get charged fees when I add money with an international card?,pricing_request,hf_banking77,top_up_by_card_charge,public_mapped_medium,False
Do you coordinate with external vendors?,service_question,eventsense_event_templates,service_question,event_specific_template,True
It seems that the rate I got is incorrect.,payment_issue,hf_banking77,card_payment_wrong_exchange_rate,public_mapped_medium,False
What identification is required to activate my card?,payment_issue,hf_banking77,activate_my_card,public_mapped_medium,False
The number of guests decreased from 200 to 130.,guest_count_change,eventsense_event_templates,guest_count_change,event_specific_template,True
"I keep on receiving a bill of {$2900.00} for late payments from my IDR. Even though my IDR was recalculated on XX/XX/XXXX with a monthly payment of XXXX. The first recalculation of XXXX was dated XXXX XXXX with a monthly of {$980.00}. This first calculation was incorrectly done by fed loan because they used my old tax form of XXXX which I had uploaded in XXXX that stated that I filed jointly with my husband now ex-husband. And it was used to calculate my 1rst IDR request of XXXX even though I had uploaded my current tax form XXXX which indicated that Im head of household and single. The error was made by fed load not by me. All the current files were uploaded to be reviewed by fed loan, and they failed in doing so. This is the timeline of dealing with this issue : XXXX I send my IDR re-certification, including current tax information and paystubs XXXX receive the letter of IDR monthly payment recalculated of {$980.00} XXXX I make several phone calls to Fed Loan, talked to many different agents. Many without giving me a straight answer or not even knowing how to handle the issue. In between these dates I resend the IDR request on XX/XX/XXXX and include again current tax and paystubs XX/XX/XXXX XXXX I receive again the IDR monthly payment recalculated of {$0.00}. XXXX-today- they are saying that my account is pass due and now in severe delinquency XXXX- I email Fed loan about issue. XXXX- I receive an email response from Fed loan still saying that I need to pay the amount {$2900.00} because they claim that, were unable to receive a legible paystub from you we were unable to calculate your payment off of your paystub.",complaint,hf_hpe_customer_complaints,dealing with your lender or servicer received bad information about your loan student loan   ,public_mapped_high,False
will you transfer to me somebody?,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
